,Timestamp,ms
588,2019-04-28 14:25:27.962500,17.949
589,2019-04-28 14:25:29.018031,8.025
590,2019-04-28 14:25:30.063634,8.723
591,2019-04-28 14:25:31.105221,33.982
592,2019-04-28 14:25:32.173725,32.695
593,2019-04-28 14:25:33.240564,8.641
594,2019-04-28 14:25:34.283580,4.547
595,2019-04-28 14:25:35.325213,32.606
596,2019-04-28 14:25:36.392267,54.195
597,2019-04-28 14:25:37.477956,34.555
598,2019-04-28 14:25:38.570897,32.68
599,2019-04-28 14:25:39.639303,8.587
600,2019-04-28 14:25:40.681192,6.085
601,2019-04-28 14:25:41.721773,11.14
602,2019-04-28 14:25:42.763825,31.672
603,2019-04-28 14:25:43.833391,7.264
604,2019-04-28 14:25:44.878330,7.936
605,2019-04-28 14:25:45.922500,32.33
606,2019-04-28 14:25:46.986229,1000.0
607,2019-04-28 14:25:59.024513,32.205
608,2019-04-28 14:26:00.092110,51.753
609,2019-04-28 14:26:01.178293,6.98
610,2019-04-28 14:26:02.221285,33.984
611,2019-04-28 14:26:03.285859,3.919
612,2019-04-28 14:26:04.319756,7.294
613,2019-04-28 14:26:05.360219,33.206
614,2019-04-28 14:26:06.429216,10.147
615,2019-04-28 14:26:07.470496,36.009
616,2019-04-28 14:26:08.541065,32.709
617,2019-04-28 14:26:09.609308,24.371
618,2019-04-28 14:26:10.673862,7.537
619,2019-04-28 14:26:11.715139,36.968
620,2019-04-28 14:26:12.788086,8.248
621,2019-04-28 14:26:13.828945,7.297
622,2019-04-28 14:26:14.875895,33.338
623,2019-04-28 14:26:15.941844,7.453
624,2019-04-28 14:26:16.985399,7.81
625,2019-04-28 14:26:18.028620,32.687
626,2019-04-28 14:26:19.132169,32.76
627,2019-04-28 14:26:20.202348,46.046
628,2019-04-28 14:26:21.283477,30.173
629,2019-04-28 14:26:22.349194,24.981
630,2019-04-28 14:26:23.413800,87.44
631,2019-04-28 14:26:24.534593,7.11
632,2019-04-28 14:26:25.573363,44.877
